field_1,CN,PLT_CN,PREV_SIT_C,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,CONDID,TREE,SPCD,DIA,HT,AGEDIA,SPGRPCD,SITREE,SIBASE,SUBP,AZIMUTH,DIST,METHOD,SITREE_EST,VALIDCD,CREATED_BY,CREATED_DA,CREATED_IN,MODIFIED_B,MODIFIED_D,MODIFIED_I,CYCLE,SUBCYCLE,AGECHKCD_R,AGE_DETERM,CCLCD_RMRS,DAMAGE_AGE,SIBASE_AGE,SITETRCD_R,SITE_AGE_T,SITE_TREE_,SITREE_EQU,TREECLCD_R,TREE_ACT_R,YEAR_AGE_T,LAT,LON,AVG_TEMP(bioclim),SOC%weight(USA48)5cm,TOT_N%weight(USA48)5cm,SOC(USA48)15cm,TOT_N(USA48)15cm,AVG_SOC,AVG_TOTN,CN_RATIO(USA48),FIA_avg_soil_c,FIA_avg_soil_n,FIA_CN_RATIO,SOC(ORNL)g/m2,TOTN(ORNL)g/m2,CN_RATIO(ORNL)
1253,2.05E+14,9.08E+13,NA,2006,12,2,131,102,1,1,131,8.8,50,19,2,73,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.971335,-86.36901,18.72983,20,14,10,6,15,10,1.5,NA,NA,#VALUE!,7.234200001,0.545073,13.27198375
1254,2.05E+14,9.08E+13,NA,2006,12,2,131,103,1,1,121,15,91,52,1,86,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.970425,-86.197397,18.73005,28,13,14,11,21,12,1.75,NA,NA,#VALUE!,7.234200001,0.545073,13.27198375
1255,2.05E+14,2.02E+13,NA,2006,12,2,131,108,1,1,107,10.4,50,38,3,56,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.514364,-86.383988,19.1684,36,29,15,19,25.5,24,1.0625,NA,NA,#VALUE!,7.936860085,0.545073,14.56109564
1256,2.05E+14,2.02E+13,NA,2006,12,2,131,108,2,1,107,10.4,50,38,3,56,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.514364,-86.383988,19.1684,36,29,15,19,25.5,24,1.0625,NA,NA,#VALUE!,7.936860085,0.545073,14.56109564
1257,2.05E+14,9.08E+13,NA,2006,12,2,131,109,1,1,107,6.5,39,16,3,86,50,3,208,23.5,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.369304,-86.007173,19.45434,28,24,15,13,21.5,18.5,1.162162162,NA,NA,#VALUE!,7.936860085,0.545073,14.56109564
1258,2.05E+14,2.02E+13,NA,2006,12,2,133,44,1,1,111,8.1,50,30,1,59,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.455709,-85.669483,19.36625,24,12,13,5,18.5,8.5,2.176470588,NA,NA,#VALUE!,7.936860085,0.545073,14.56109564
1259,2.05E+14,2.02E+13,NA,2006,12,2,133,45,1,1,121,13.4,54,52,1,51,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.680948,-85.736281,19.12623,19,15,11,4,15,9.5,1.578947368,NA,NA,#VALUE!,7.234200001,0.545073,13.27198375
1260,2.05E+14,9.08E+13,NA,2006,12,2,133,54,1,1,107,7.3,44,21,3,75,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.44521,-85.559322,19.38288,52,19,16,9,34,14,2.428571429,NA,NA,#VALUE!,7.936860085,0.545073,14.56109564
1261,2.05E+14,2.02E+13,NA,2006,12,2,133,55,1,1,111,11.3,41,18,1,62,50,2,35,22.2,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.769589,-85.443516,19.0989,74,78,54,51,64,64.5,0.992248062,NA,NA,#VALUE!,7.234200001,0.545073,13.27198375
1262,2.05E+14,2.02E+13,NA,2006,12,2,133,55,2,1,111,11.3,41,18,1,62,50,2,35,22.2,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.769589,-85.443516,19.0989,74,78,54,51,64,64.5,0.992248062,NA,NA,#VALUE!,7.234200001,0.545073,13.27198375
1263,2.05E+14,2.02E+13,NA,2006,12,2,133,56,1,1,827,10,73,26,28,99,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.607583,-85.650398,19.1778,23,11,14,4,18.5,7.5,2.466666667,NA,NA,#VALUE!,7.234200001,0.545073,13.27198375
1264,2.05E+14,2.02E+13,NA,2006,12,3,53,45,1,1,111,10.8,73,48,1,73,50,3,52,22,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.518155,-82.066395,21.60067,49,28,29,12,39,20,1.95,NA,NA,#VALUE!,8.796859741,0.545073,16.13886533
1265,2.05E+14,2.02E+13,NA,2006,12,3,53,45,2,1,111,10.8,73,48,1,73,50,3,52,22,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.518155,-82.066395,21.60067,49,28,29,12,39,20,1.95,NA,NA,#VALUE!,8.796859741,0.545073,16.13886533
1266,2.05E+14,2.02E+13,NA,2006,12,3,53,48,1,1,131,14.6,73,33,2,82,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.444628,-82.381402,21.75586,36,36,22,13,29,24.5,1.183673469,NA,NA,#VALUE!,8.796859741,0.545073,16.13886533
1267,2.05E+14,2.02E+13,NA,2006,12,3,57,87,1,1,111,9.3,58,30,1,67,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.822906,-82.199041,22.40157,56,36,17,22,36.5,29,1.25862069,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
1268,2.05E+14,2.02E+13,NA,2006,12,3,93,66,1,1,111,14,71,43,1,73,50,4,114,20.5,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.636475,-80.83284,22.46819,14,14,10,10,12,12,1,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
1269,2.05E+14,2.02E+13,NA,2006,12,3,95,78,1,1,111,13.3,40,21,1,56,50,3,38,15,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.353406,-81.182144,22.05259,236,130,249,116,242.5,123,1.971544715,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
1270,2.05E+14,9.08E+13,NA,2006,12,3,95,83,2,1,111,9.1,36,15,1,61,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.495341,-81.0824,21.81039,23,31,21,23,22,27,0.814814815,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
1271,2.05E+14,1.41E+14,NA,2006,12,3,95,117,2,1,131,17.9,84,50,2,83,50,4,33,19.1,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.743335,-81.43725,21.67636,105,48,62,33,83.5,40.5,2.061728395,NA,NA,#VALUE!,8.796859741,0.545073,16.13886533
1272,2.05E+14,2.02E+13,NA,2006,12,3,97,115,1,1,121,9.6,57,41,1,58,50,1,85,16.7,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.193527,-81.511635,22.05911,94,89,38,21,66,55,1.2,NA,NA,#VALUE!,8.796859741,0.545073,16.13886533
1273,2.05E+14,2.02E+13,NA,2006,12,3,97,120,1,1,111,15,60,45,1,61,50,1,345,22.5,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.274509,-81.060751,21.96082,39,31,75,64,57,47.5,1.2,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
1274,2.05E+14,2.02E+13,NA,2006,12,3,101,60,1,1,111,6.8,49,20,1,68,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.37873,-82.134881,21.56792,29,34,22,12,25.5,23,1.108695652,NA,NA,#VALUE!,8.796859741,0.545073,16.13886533
1275,2.05E+14,2.02E+13,NA,2006,12,3,101,76,2,1,111,8.7,68,87,1,59,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.433389,-82.530965,21.89194,18,4,11,7,14.5,5.5,2.636363636,NA,NA,#VALUE!,8.796859741,0.545073,16.13886533
1276,2.05E+14,2.02E+13,NA,2006,12,3,105,133,1,1,111,8.9,72,33,1,79,50,2,245,20.3,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.665084,-81.417007,22.47345,18,24,11,13,14.5,18.5,0.783783784,NA,NA,#VALUE!,8.796859741,0.545073,16.13886533
1277,2.05E+14,2.02E+13,NA,2006,12,3,105,167,1,1,111,14.3,65,30,1,74,50,4,50,21.7,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.28547,-81.739778,21.80666,229,130,207,122,218,126,1.73015873,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
1278,2.05E+14,2.02E+13,NA,2006,12,3,105,170,2,1,111,9.6,49,29,1,58,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.731471,-81.247735,22.33102,23,23,14,12,18.5,17.5,1.057142857,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
1279,2.05E+14,2.02E+13,NA,2006,12,3,111,53,1,1,111,7.6,36,24,1,48,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.320185,-80.282427,23.28436,13,29,29,59,21,44,0.477272727,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
1280,2.05E+14,2.02E+13,NA,2006,12,3,115,50,1,1,111,11.7,62,35,1,68,50,3,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.130599,-82.327634,22.78577,31,40,14,21,22.5,30.5,0.737704918,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
1281,2.05E+14,9.08E+13,NA,2006,12,3,117,28,1,1,111,13.5,65,42,1,67,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.834529,-81.382451,21.36119,114,78,128,53,121,65.5,1.847328244,NA,NA,#VALUE!,8.796859741,0.545073,16.13886533
1282,2.05E+14,2.02E+13,NA,2006,12,3,119,46,1,1,111,8.7,63,28,1,74,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.447664,-81.959264,21.51011,71,76,58,56,64.5,66,0.977272727,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
1283,2.05E+14,2.02E+13,NA,2006,12,3,119,46,2,1,111,8.7,63,28,1,74,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.447664,-81.959264,21.51011,71,76,58,56,64.5,66,0.977272727,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
1284,2.05E+14,2.04E+13,NA,2006,12,4,15,63,1,1,111,10.2,44,33,1,50,50,1,39,16.5,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.883636,-81.872415,22.97551,14,27,23,8,18.5,17.5,1.057142857,NA,NA,#VALUE!,25.11639977,0.545073,46.07896515
1285,2.05E+14,2.04E+13,NA,2006,12,4,15,65,1,1,111,13.3,47,54,1,45,50,1,1,8,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.878383,-81.705752,22.84951,47,24,38,10,42.5,17,2.5,0.325,0,#DIV/0!,25.11639977,0.545073,46.07896515
1286,2.05E+14,2.04E+13,NA,2006,12,4,15,65,1,2,111,12.8,50,50,1,49,50,2,34,3.6,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.878383,-81.705752,22.84951,47,24,38,10,42.5,17,2.5,0.325,0,#DIV/0!,25.11639977,0.545073,46.07896515
1287,2.05E+14,2.04E+13,NA,2006,12,4,15,71,1,1,111,7.6,40,20,1,58,50,2,329,22.3,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.867415,-81.57132,22.80924,22,19,16,10,19,14.5,1.310344828,NA,NA,#VALUE!,25.11639977,0.545073,46.07896515
1288,2.05E+14,9.08E+13,NA,2006,12,4,21,193,1,1,111,8.4,38,25,1,50,50,2,106,20.7,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.245191,-81.239324,23.27057,252,180,218,162,235,171,1.374269006,NA,NA,#VALUE!,25.11639977,0.545073,46.07896515
1289,2.05E+14,1.41E+14,NA,2006,12,4,21,260,1,1,111,10.3,70,40,1,73,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.238166,-81.396826,23.25266,49,51,44,42,46.5,46.5,1,NA,NA,#VALUE!,25.11639977,0.545073,46.07896515
1290,2.05E+14,1.41E+14,NA,2006,12,4,21,260,2,1,111,10.3,70,40,1,73,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.238166,-81.396826,23.25266,49,51,44,42,46.5,46.5,1,NA,NA,#VALUE!,25.11639977,0.545073,46.07896515
1291,2.05E+14,1.41E+14,NA,2006,12,4,21,261,1,1,111,15,44,26,1,55,50,1,2,4.5,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.172219,-80.972344,23.30273,70,110,110,129,90,119.5,0.753138075,NA,NA,#VALUE!,25.11639977,0.545073,46.07896515
1292,2.05E+14,2.02E+13,NA,2006,12,4,43,70,2,1,111,8.8,35,16,1,58,50,4,194,13.2,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.024923,-81.374301,22.64181,61,38,25,19,43,28.5,1.50877193,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
1293,2.05E+14,2.02E+13,NA,2006,12,4,71,81,1,1,111,9.3,48,18,1,70,50,3,68,8.3,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.649728,-81.65228,23.26539,17,16,8,8,12.5,12,1.041666667,NA,NA,#VALUE!,25.11639977,0.545073,46.07896515
1294,2.05E+14,2.02E+13,NA,2006,12,4,71,82,1,1,111,7.5,55,32,1,62,50,4,341,18.5,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.569526,-81.814484,23.34355,15,15,13,6,14,10.5,1.333333333,NA,NA,#VALUE!,25.11639977,0.545073,46.07896515
1295,2.05E+14,2.02E+13,NA,2006,12,4,85,53,1,1,111,13.9,64,45,1,65,50,1,271,22.2,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.163776,-80.322345,23.22193,12,30,5,20,8.5,25,0.34,NA,NA,#VALUE!,25.11639977,0.545073,46.07896515
1296,2.05E+14,2.02E+13,NA,2006,12,4,85,55,2,1,111,5.9,31,13,1,60,50,3,328,10.2,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.994393,-80.138089,23.61307,87,104,25,49,56,76.5,0.732026144,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
1297,2.05E+14,9.08E+13,NA,2006,12,4,99,160,1,1,111,13.2,45,34,1,51,50,1,32,22.1,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.928368,-80.28248,23.2674,242,115,193,103,217.5,109,1.995412844,NA,NA,#VALUE!,25.11639977,0.545073,46.07896515
1298,2.05E+14,9.08E+13,NA,2006,12,4,99,187,1,1,111,9,30,17,1,50,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.853157,-80.311738,23.2674,120,169,80,143,100,156,0.641025641,NA,NA,#VALUE!,25.11639977,0.545073,46.07896515
1299,2.05E+14,9.08E+13,NA,2006,12,4,99,196,1,1,111,8.6,35,22,1,49,50,1,336,21.5,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.864663,-80.451527,23.0964,75,65,89,34,82,49.5,1.656565657,NA,NA,#VALUE!,25.11639977,0.545073,46.07896515
1300,2.05E+14,1.41E+14,NA,2007,12,1,1,89,2,1,827,9.3,53,36,28,60,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.634957,-82.200398,20.52882,66,60,29,46,47.5,53,0.896226415,NA,NA,#VALUE!,8.051400185,0.545073,14.77123282
1301,2.05E+14,1.41E+14,NA,2007,12,1,1,100,2,1,111,13.1,94,48,1,94,50,2,233,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.568396,-82.224643,20.52882,29,23,10,11,19.5,17,1.147058824,NA,NA,#VALUE!,8.051400185,0.545073,14.77123282
1302,2.05E+14,1.41E+14,NA,2007,12,1,3,49,1,1,121,16,91,70,1,80,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.197133,-82.441703,19.78861,57,33,13,10,35,21.5,1.627906977,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
1303,2.05E+14,1.41E+14,NA,2007,12,1,3,51,2,1,111,11,50,55,1,48,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.267227,-82.232863,19.88092,35,28,16,10,25.5,19,1.342105263,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
1304,2.05E+14,1.41E+14,NA,2007,12,1,3,53,2,1,111,11.8,70,30,1,80,50,2,130,13.4,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.253929,-82.369325,19.78861,110,51,32,26,71,38.5,1.844155844,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
1305,2.05E+14,1.41E+14,NA,2007,12,1,3,55,1,1,111,12.4,75,60,1,71,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.339161,-82.375477,19.75744,72,37,106,76,89,56.5,1.575221239,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
1306,2.05E+14,1.41E+14,NA,2007,12,1,3,57,1,1,111,7.9,53,14,1,84,50,1,145,23.3,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.575982,-82.428747,19.65466,35,20,22,7,28.5,13.5,2.111111111,NA,NA,#VALUE!,57.61999893,0.545073,105.7106093
1307,2.05E+14,1.41E+14,NA,2007,12,1,3,58,1,1,111,9.4,53,18,1,76,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.267474,-82.091795,20.00641,36,24,15,9,25.5,16.5,1.545454545,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
1308,2.05E+14,1.41E+14,NA,2007,12,1,23,80,1,1,131,9,41,12,2,83,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.191693,-82.733159,19.96473,17,16,11,6,14,11,1.272727273,NA,NA,#VALUE!,8.051400185,0.545073,14.77123282
1309,2.05E+14,1.41E+14,NA,2007,12,1,31,100,3,1,131,14.6,108,52,2,105,50,4,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.350696,-81.78729,20.36223,31,35,16,11,23.5,23,1.02173913,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
1310,2.05E+14,1.41E+14,NA,2007,12,1,31,102,1,1,111,11.8,79,31,1,88,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.275607,-81.965649,20.16679,60,22,38,25,49,23.5,2.085106383,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
1311,2.05E+14,1.41E+14,NA,2007,12,1,47,49,1,1,111,5.7,45,12,1,80,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.512586,-82.761295,19.55888,59,40,23,25,41,32.5,1.261538462,NA,NA,#VALUE!,14.46549988,0.545073,26.5386469
1312,2.05E+14,1.41E+14,NA,2007,12,1,47,50,1,1,111,9.6,72,25,1,87,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.584703,-83.144715,19.60845,27,13,13,9,20,11,1.818181818,NA,NA,#VALUE!,8.917019844,0.545073,16.35931305
1313,2.05E+14,1.41E+14,NA,2007,12,1,75,133,2,1,131,12,62,29,2,73,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.330506,-83.043556,20.70701,118,122,120,82,119,102,1.166666667,NA,NA,#VALUE!,16.89570045,0.545073,30.99713332
1314,2.05E+14,1.41E+14,NA,2007,12,1,75,136,1,1,121,10.7,67,53,1,63,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.255076,-82.62869,20.94223,37,33,21,10,29,21.5,1.348837209,NA,NA,#VALUE!,16.89570045,0.545073,30.99713332
1315,2.05E+14,1.41E+14,NA,2007,12,1,75,137,2,1,111,11.7,59,32,1,67,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.173645,-82.684131,20.71844,25,39,88,74,56.5,56.5,1,NA,NA,#VALUE!,16.89570045,0.545073,30.99713332
1316,2.05E+14,1.41E+14,NA,2007,12,1,75,141,1,1,111,9.9,73,22,1,91,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.334059,-82.761653,20.65942,34,58,73,94,53.5,76,0.703947368,NA,NA,#VALUE!,16.89570045,0.545073,30.99713332
1317,2.05E+14,1.41E+14,NA,2007,12,1,75,144,1,1,121,17.5,82,90,1,69,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.504852,-82.971591,20.54504,46,49,17,28,31.5,38.5,0.818181818,NA,NA,#VALUE!,8.917019844,0.545073,16.35931305
1318,2.05E+14,1.41E+14,NA,2007,12,1,75,151,1,1,121,8.8,45,21,1,62,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.409225,-82.574086,20.82898,24,31,12,28,18,29.5,0.610169492,NA,NA,#VALUE!,8.917019844,0.545073,16.35931305
1319,2.05E+14,1.41E+14,NA,2007,12,1,79,61,1,1,121,8.5,54,18,1,82,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.566805,-83.280873,19.67109,23,14,13,7,18,10.5,1.714285714,NA,NA,#VALUE!,8.917019844,0.545073,16.35931305
1320,2.05E+14,1.41E+14,NA,2007,12,1,79,69,1,1,131,12.1,67,18,2,101,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.433269,-83.370196,19.66632,23,21,12,9,17.5,15,1.166666667,NA,NA,#VALUE!,7.234200001,0.545073,13.27198375
