field_1,CN,PLT_CN,PREV_SIT_C,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,CONDID,TREE,SPCD,DIA,HT,AGEDIA,SPGRPCD,SITREE,SIBASE,SUBP,AZIMUTH,DIST,METHOD,SITREE_EST,VALIDCD,CREATED_BY,CREATED_DA,CREATED_IN,MODIFIED_B,MODIFIED_D,MODIFIED_I,CYCLE,SUBCYCLE,AGECHKCD_R,AGE_DETERM,CCLCD_RMRS,DAMAGE_AGE,SIBASE_AGE,SITETRCD_R,SITE_AGE_T,SITE_TREE_,SITREE_EQU,TREECLCD_R,TREE_ACT_R,YEAR_AGE_T,LAT,LON,AVG_TEMP(bioclim),SOC%weight(USA48)5cm,TOT_N%weight(USA48)5cm,SOC(USA48)15cm,TOT_N(USA48)15cm,AVG_SOC,AVG_TOTN,CN_RATIO(USA48),FIA_avg_soil_c,FIA_avg_soil_n,FIA_CN_RATIO,SOC(ORNL)g/m2,TOTN(ORNL)g/m2,CN_RATIO(ORNL)
3455,4.30E+14,2.90E+14,NA,2015,12,2,133,9,3,2,121,10.2,53,23,1,69,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.823815,-85.581176,19.13166,43,54,42,45,42.5,49.5,0.858585859,NA,NA,#VALUE!,7.234200001,0.545073,13.27198375
3456,4.30E+14,2.90E+14,NA,2015,12,2,133,14,1,1,111,7.2,34,14,1,61,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.647579,-85.523823,19.1778,33,15,14,4,23.5,9.5,2.473684211,NA,NA,#VALUE!,7.234200001,0.545073,13.27198375
3457,4.30E+14,2.90E+14,NA,2015,12,2,133,20,1,1,131,14.7,83,37,2,89,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.703631,-85.823152,19.12623,46,7,66,42,56,24.5,2.285714286,NA,NA,#VALUE!,7.234200001,0.545073,13.27198375
3458,4.30E+14,2.90E+14,NA,2015,12,2,133,32,1,1,107,6.9,41,19,3,76,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.66899,-85.551626,19.13166,18,10,10,2,14,6,2.333333333,NA,NA,#VALUE!,7.234200001,0.545073,13.27198375
3459,4.30E+14,2.90E+14,NA,2015,12,2,133,32,2,2,107,6.9,41,19,3,76,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.66899,-85.551626,19.13166,18,10,10,2,14,6,2.333333333,NA,NA,#VALUE!,7.234200001,0.545073,13.27198375
3460,4.30E+14,2.90E+14,NA,2015,12,2,133,32,3,3,107,6.9,41,19,3,76,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.66899,-85.551626,19.13166,18,10,10,2,14,6,2.333333333,NA,NA,#VALUE!,7.234200001,0.545073,13.27198375
3461,4.30E+14,2.90E+14,NA,2015,12,2,133,74,1,1,131,15.8,108,58,2,102,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.557955,-85.581453,19.1778,37,14,13,6,25,10,2.5,NA,NA,#VALUE!,7.234200001,0.545073,13.27198375
3462,4.30E+14,2.90E+14,NA,2015,12,2,133,74,2,1,131,15.8,108,58,2,102,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.557955,-85.581453,19.1778,37,14,13,6,25,10,2.5,NA,NA,#VALUE!,7.234200001,0.545073,13.27198375
3463,4.30E+14,2.90E+14,NA,2015,12,3,9,17,1,1,111,8.2,57,28,1,68,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.733792,-80.928087,21.65649,41,38,142,109,91.5,73.5,1.244897959,NA,NA,#VALUE!,16.89570045,0.545073,30.99713332
3464,4.30E+14,2.90E+14,NA,2015,12,3,9,173,1,1,111,13.7,71,48,1,71,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.673068,-80.952114,21.65649,150,45,108,20,129,32.5,3.969230769,NA,NA,#VALUE!,16.89570045,0.545073,30.99713332
3465,4.30E+14,2.90E+14,NA,2015,12,3,17,11,1,1,121,11.3,46,25,1,58,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.9591,-82.530159,21.37828,16,24,7,11,11.5,17.5,0.657142857,NA,NA,#VALUE!,16.89570045,0.545073,30.99713332
3466,4.30E+14,2.90E+14,NA,2015,12,3,17,25,1,1,121,12.8,78,62,1,71,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.86276,-82.594095,21.37828,113,187,116,180,114.5,183.5,0.623978202,NA,NA,#VALUE!,16.89570045,0.545073,30.99713332
3467,4.30E+14,2.90E+14,NA,2015,12,3,17,36,1,1,121,6.6,36,19,1,53,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.002274,-82.527684,21.10983,15,23,8,11,11.5,17,0.676470588,NA,NA,#VALUE!,16.89570045,0.545073,30.99713332
3468,4.30E+14,2.90E+14,NA,2015,12,3,17,45,1,1,121,12.2,57,62,1,52,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.861653,-82.453735,21.34917,25,24,19,13,22,18.5,1.189189189,NA,NA,#VALUE!,16.89570045,0.545073,30.99713332
3469,4.30E+14,2.90E+14,NA,2015,12,3,17,46,1,1,131,16.3,68,21,2,94,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.924773,-82.401624,21.34917,24,28,14,8,19,18,1.055555556,NA,NA,#VALUE!,16.89570045,0.545073,30.99713332
3470,4.30E+14,2.90E+14,NA,2015,12,3,17,47,1,1,111,9.6,54,25,1,67,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.701707,-82.500143,21.47348,18,13,11,3,14.5,8,1.8125,NA,NA,#VALUE!,16.89570045,0.545073,30.99713332
3471,4.30E+14,2.90E+14,NA,2015,12,3,17,51,2,1,107,12.5,62,23,3,97,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.006058,-82.405589,21.17555,22,32,12,10,17,21,0.80952381,NA,NA,#VALUE!,16.89570045,0.545073,30.99713332
3472,4.30E+14,2.90E+14,NA,2015,12,3,17,51,3,1,107,12.5,62,23,3,97,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.006058,-82.405589,21.17555,22,32,12,10,17,21,0.80952381,NA,NA,#VALUE!,16.89570045,0.545073,30.99713332
3473,4.30E+14,2.90E+14,NA,2015,12,3,49,28,1,1,111,13,78,53,1,76,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.518811,-81.649679,22.41399,26,29,16,12,21,20.5,1.024390244,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
3474,4.30E+14,2.90E+14,NA,2015,12,3,53,2,1,1,131,12,86,35,2,95,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.515351,-82.432284,21.55081,31,29,12,8,21.5,18.5,1.162162162,NA,NA,#VALUE!,8.796859741,0.545073,16.13886533
3475,4.30E+14,2.90E+14,NA,2015,12,3,53,11,1,1,121,14.7,64,52,1,61,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.611718,-82.264541,21.59473,44,16,60,4,52,10,5.2,NA,NA,#VALUE!,8.796859741,0.545073,16.13886533
3476,4.30E+14,2.90E+14,NA,2015,12,3,53,12,1,1,121,13.8,60,42,1,60,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.553109,-82.576647,21.60257,23,46,14,32,18.5,39,0.474358974,NA,NA,#VALUE!,16.89570045,0.545073,30.99713332
3477,4.30E+14,2.90E+14,NA,2015,12,3,55,13,1,1,111,10.8,51,38,1,55,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.181201,-81.278812,22.66707,69,62,54,33,61.5,47.5,1.294736842,NA,NA,#VALUE!,8.796859741,0.545073,16.13886533
3478,4.30E+14,2.90E+14,NA,2015,12,3,55,20,1,1,111,13.6,59,47,1,59,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.12413,-81.399475,22.64181,39,36,25,22,32,29,1.103448276,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
3479,4.30E+14,2.90E+14,NA,2015,12,3,55,53,2,1,111,9,45,18,1,67,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.203069,-81.499849,22.60215,41,27,62,11,51.5,19,2.710526316,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
3480,4.30E+14,2.90E+14,NA,2015,12,3,57,76,1,1,121,7.1,37,33,1,41,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.778166,-82.290622,22.40157,14,14,19,8,16.5,11,1.5,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
3481,4.30E+14,2.90E+14,NA,2015,12,3,61,11,1,1,111,10.5,43,23,1,57,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.727747,-80.448391,22.71988,16,31,23,16,19.5,23.5,0.829787234,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
3482,4.30E+14,2.90E+14,NA,2015,12,3,61,13,1,1,111,10.5,64,18,1,88,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.822077,-80.565456,22.5465,125,43,79,16,102,29.5,3.457627119,NA,NA,#VALUE!,16.89570045,0.545073,30.99713332
3483,4.30E+14,2.90E+14,NA,2015,12,3,61,28,1,1,121,14.4,46,35,1,49,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.741565,-80.879596,22.33235,15,9,8,11,11.5,10,1.15,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
3484,4.30E+14,2.90E+14,NA,2015,12,3,61,40,1,1,111,13.2,64,43,1,66,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.756279,-80.606558,22.5465,64,45,102,33,83,39,2.128205128,NA,NA,#VALUE!,16.89570045,0.545073,30.99713332
3485,4.30E+14,2.90E+14,NA,2015,12,3,69,15,1,1,111,8.1,54,35,1,59,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.394873,-81.780492,21.78097,359,160,356,160,357.5,160,2.234375,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
3486,4.30E+14,2.90E+14,NA,2015,12,3,69,34,1,1,111,15,81,35,1,87,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.998172,-81.415158,21.36119,22,23,8,8,15,15.5,0.967741935,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
3487,4.30E+14,2.90E+14,NA,2015,12,3,69,49,2,1,107,14.8,62,47,3,62,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.915601,-81.417392,21.36119,20,24,8,14,14,19,0.736842105,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
3488,4.30E+14,2.90E+14,NA,2015,12,3,69,69,1,1,107,13.3,65,44,3,67,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.146585,-81.619357,21.11617,49,21,19,10,34,15.5,2.193548387,NA,NA,#VALUE!,8.796859741,0.545073,16.13886533
3489,4.30E+14,2.90E+14,NA,2015,12,3,69,74,1,1,111,9.6,51,45,1,52,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.993845,-81.547683,21.43262,12,23,5,9,8.5,16,0.53125,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
3490,4.30E+14,2.90E+14,NA,2015,12,3,81,8,1,1,121,15.8,56,60,1,51,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.365559,-82.147462,22.52833,33,44,20,25,26.5,34.5,0.768115942,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
3491,4.30E+14,2.90E+14,NA,2015,12,3,81,28,1,1,121,12.3,39,45,1,38,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.450318,-82.113771,22.52833,16,11,13,8,14.5,9.5,1.526315789,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
3492,4.30E+14,2.90E+14,NA,2015,12,3,81,36,2,1,121,14.7,56,55,1,52,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.520887,-82.111114,22.42425,18,14,9,6,13.5,10,1.35,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
3493,4.30E+14,2.90E+14,NA,2015,12,3,81,53,2,1,121,11.9,56,59,1,51,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.517255,-82.385035,22.57236,16,16,9,7,12.5,11.5,1.086956522,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
3494,4.30E+14,2.90E+14,NA,2015,12,3,95,17,1,1,111,10.1,55,36,1,60,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.374532,-81.199847,22.05259,258,94,242,64,250,79,3.164556962,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
3495,4.30E+14,2.90E+14,NA,2015,12,3,95,27,2,1,128,11,70,35,3,76,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.388152,-81.475328,22.3053,16,29,12,30,14,29.5,0.474576271,NA,NA,#VALUE!,8.796859741,0.545073,16.13886533
3496,4.30E+14,2.90E+14,NA,2015,12,3,95,58,1,1,131,16.5,86,54,2,83,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.760266,-81.476568,21.67636,123,59,62,36,92.5,47.5,1.947368421,NA,NA,#VALUE!,8.796859741,0.545073,16.13886533
3497,4.30E+14,2.90E+14,NA,2015,12,3,97,38,1,1,111,9.2,42,16,1,67,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.0669,-81.183855,22.19616,63,48,42,32,52.5,40,1.3125,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
3498,4.30E+14,2.90E+14,NA,2015,12,3,97,38,2,1,111,9.2,42,16,1,67,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.0669,-81.183855,22.19616,63,48,42,32,52.5,40,1.3125,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
3499,4.30E+14,2.90E+14,NA,2015,12,3,97,84,1,1,111,13.3,81,45,1,82,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.053167,-80.879899,22.08966,55,36,19,24,37,30,1.233333333,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
3500,4.30E+14,2.90E+14,NA,2015,12,3,101,10,1,1,111,17.1,83,63,1,78,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.399633,-82.058074,21.56792,45,40,20,13,32.5,26.5,1.226415094,NA,NA,#VALUE!,8.796859741,0.545073,16.13886533
3501,4.30E+14,2.90E+14,NA,2015,12,3,101,102,1,1,111,15.1,81,45,1,82,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.236702,-82.380349,21.98074,30,12,12,7,21,9.5,2.210526316,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
3502,4.30E+14,2.90E+14,NA,2015,12,3,105,19,1,1,111,14.3,51,34,1,57,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.749648,-81.440885,22.3439,324,135,277,114,300.5,124.5,2.413654618,NA,NA,#VALUE!,8.796859741,0.545073,16.13886533
3503,4.30E+14,2.90E+14,NA,2015,12,3,105,25,1,1,111,13.9,46,30,1,54,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.225528,-81.660558,22.05911,41,52,12,25,26.5,38.5,0.688311688,NA,NA,#VALUE!,8.796859741,0.545073,16.13886533
3504,4.30E+14,2.90E+14,NA,2015,12,3,105,26,2,1,111,12.3,43,22,1,59,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.909069,-81.937339,22.29308,40,29,20,21,30,25,1.2,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
3505,4.30E+14,2.90E+14,NA,2015,12,3,105,35,2,1,121,11.8,46,33,1,51,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.896356,-81.405517,22.30499,47,36,24,19,35.5,27.5,1.290909091,NA,NA,#VALUE!,8.796859741,0.545073,16.13886533
3506,4.30E+14,2.90E+14,NA,2015,12,3,105,65,1,1,121,10.4,51,45,1,50,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.670665,-81.354235,22.3439,15,23,8,10,11.5,16.5,0.696969697,NA,NA,#VALUE!,8.796859741,0.545073,16.13886533
3507,4.30E+14,2.90E+14,NA,2015,12,3,105,88,2,1,121,10.7,48,40,1,49,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.892512,-81.532145,22.37376,20,23,16,11,18,17,1.058823529,NA,NA,#VALUE!,8.796859741,0.545073,16.13886533
3508,4.30E+14,2.90E+14,NA,2015,12,3,105,123,1,1,121,10.4,51,45,1,50,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.833683,-81.266161,22.34204,20,19,32,31,26,25,1.04,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
3509,4.30E+14,2.90E+14,NA,2015,12,3,105,221,1,1,111,6.7,47,17,1,71,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.668473,-81.190579,22.33102,47,64,25,48,36,56,0.642857143,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
3510,4.30E+14,2.90E+14,NA,2015,12,3,111,12,1,1,111,20.5,47,47,1,47,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.52596,-80.392425,22.84221,10,24,8,8,9,16,0.5625,NA,NA,#VALUE!,16.89570045,0.545073,30.99713332
3511,4.30E+14,2.90E+14,NA,2015,12,3,115,14,1,1,111,11.5,68,42,1,70,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.126832,-82.093979,22.79486,64,88,36,57,50,72.5,0.689655172,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
3512,4.30E+14,2.90E+14,NA,2015,12,3,115,22,2,1,111,8.9,58,31,1,66,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.306351,-82.333299,22.64789,27,27,17,18,22,22.5,0.977777778,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
3513,4.30E+14,2.90E+14,NA,2015,12,3,115,23,1,1,111,9.4,47,19,1,67,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.126032,-82.256132,22.78577,30,35,23,21,26.5,28,0.946428571,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
3514,4.30E+14,2.90E+14,NA,2015,12,3,115,33,2,1,111,12.6,46,31,1,54,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.976192,-82.269991,23.01373,14,27,4,14,9,20.5,0.43902439,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
3515,4.30E+14,2.90E+14,NA,2015,12,3,117,21,1,1,111,10.9,40,18,1,61,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.761866,-81.338454,21.67636,53,32,41,15,47,23.5,2,NA,NA,#VALUE!,8.796859741,0.545073,16.13886533
3516,4.30E+14,2.90E+14,NA,2015,12,3,119,24,1,1,111,8.2,37,15,1,63,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.511403,-82.001884,21.60067,38,26,28,12,33,19,1.736842105,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
3517,4.30E+14,2.90E+14,NA,2015,12,4,15,33,1,1,111,10.5,45,44,1,46,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.812791,-81.65111,22.97189,43,71,41,40,42,55.5,0.756756757,NA,NA,#VALUE!,25.11639977,0.545073,46.07896515
3518,4.30E+14,2.90E+14,NA,2015,12,4,15,47,3,1,111,10.9,68,40,1,71,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.992707,-82.168188,23.01373,13,39,13,32,13,35.5,0.366197183,NA,NA,#VALUE!,0,0.545073,0
3519,4.30E+14,2.90E+14,NA,2015,12,4,15,93,2,1,111,9,43,32,1,50,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.90064,-81.762238,22.84951,43,88,28,63,35.5,75.5,0.470198675,NA,NA,#VALUE!,25.11639977,0.545073,46.07896515
3520,4.30E+14,2.90E+14,NA,2015,12,4,21,56,2,1,111,12,41,27,1,51,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.098155,-81.343469,23.25868,38,38,37,24,37.5,31,1.209677419,NA,NA,#VALUE!,25.11639977,0.545073,46.07896515
3521,4.30E+14,2.90E+14,NA,2015,12,4,21,66,1,1,111,8.1,57,32,1,65,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.264118,-81.5775,23.32886,22,37,20,28,21,32.5,0.646153846,NA,NA,#VALUE!,25.11639977,0.545073,46.07896515
3522,4.30E+14,2.90E+14,NA,2015,12,4,21,69,1,1,111,6.4,52,32,1,59,50,NA,NA,NA,1,NA,1,NA,9/6/2016,489998,NA,3/8/2017,489998,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.109061,-81.615498,23.40571,33,25,26,25,29.5,25,1.18,NA,NA,#VALUE!,25.11639977,0.545073,46.07896515
