"CN","PLT_CN","INVYR","STATECD","COUNTYCD","PLOT","SMPLNNBR","VSTNBR","LAYER_TYPE","SAMPLER_TYPE","QASTATCD","SAMPLE_DATE","LAB_ID","SAMPLE_ID","FIELD_MOIST_SOIL_WT","AIR_DRY_SOIL_WT","OVEN_DRY_SOIL_WT","FIELD_MOIST_WATER_CONTENT_PCT","RESIDUAL_WATER_CONTENT_PCT","TOTAL_WATER_CONTENT_PCT","BULK_DENSITY","COARSE_FRACTION_PCT","C_ORG_PCT","C_INORG_PCT","C_TOTAL_PCT","N_TOTAL_PCT","PH_H2O","PH_CACL2","EXCHNG_NA","EXCHNG_K","EXCHNG_MG","EXCHNG_CA","EXCHNG_AL","ECEC","EXCHNG_MN","EXCHNG_FE","EXCHNG_NI","EXCHNG_CU","EXCHNG_ZN","EXCHNG_CD","EXCHNG_PB","EXCHNG_S","BRAY1_P","OLSEN_P","MEASYEAR","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE"
"237624741010854","20256107010478",2004,12,1,38,2,1,"FF_TOTAL","SF",1,2003-06-16,"UMO","",216.09,123.57,113.99,74.87,8.4,89.57,.41,,48.9,,,.71,,,,,,,,,,,,,,,,,,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624697010854","20256107010478",2004,12,1,38,2,1,"MIN_1","BD",1,2003-06-16,"UMO","",153.13,123.07,120.6,24.43,2,26.97,.67,.1,5.61,,,.14,4.17,3.5,11,20,51,687,76,4.8,9.9,7.1,0,0,.3,.1,1.6,8.9,8.8,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624721010854","20256107010478",2004,12,1,38,2,1,"MIN_2","BD",1,2003-06-16,"UMO","",296.22,272.95,270.37,8.53,1,9.56,1.49,.8,.7,,,.04,5.04,4.27,0,0,2,38,31,.55,5.4,2.5,0,0,0,0,.6,2.2,6,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624648010854","20256107010478",2004,12,1,38,3,1,"FF_TOTAL","SF",1,2003-06-16,"UMO","",317.8,156.26,145.17,103.38,7.6,118.92,.448,,47.5,,,.86,,,,,,,,,,,,,,,,,,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624649010854","20256107010478",2004,12,1,38,4,1,"FF_TOTAL","SF",1,2003-06-16,"UMO","",493.74,255.49,232.8,93.25,9.7,112.09,.628,,43.4,,,.92,,,,,,,,,,,,,,,,,,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624749010854","20257547010478",2004,12,5,3,2,1,"FF_TOTAL","SF",1,2003-06-23,"UMO","",290.75,154.79,142.99,87.84,8.3,103.34,.617,,27.4,,,.45,,,,,,,,,,,,,,,,,,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624709010854","20257547010478",2004,12,5,3,2,1,"MIN_1","O",1,2003-06-23,"UMO","",245.34,220.91,219.63,11.06,.6,11.71,,.7,.84,,,.02,4.6,3.89,9,4,6,38,45,.79,2.1,5.2,1.2,.2,.3,.1,.4,6.9,44.6,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624732010854","20257547010478",2004,12,5,3,2,1,"MIN_2","O",1,2003-06-23,"UMO","",297.07,276.57,275.71,7.41,.3,7.75,,0,.38,,,0,4.97,4.37,5,0,2,10,29,.41,.9,2,.2,.1,.1,.2,0,2.3,55.2,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624677010854","20257683010478",2004,12,5,23,3,1,"FF_TOTAL","SF",1,2003-06-24,"UMO","",1426.71,745.83,695.41,91.29,7.3,105.16,.484,,39.1,,,.48,,,,,,,,,,,,,,,,,,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624678010854","20259336010478",2004,12,13,4,2,1,"FF_TOTAL","SF",1,2003-06-19,"UMO","",104.73,54.21,51.29,93.19,5.7,104.19,.184,,35.8,,,.54,,,,,,,,,,,,,,,,,,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624708010854","20259336010478",2004,12,13,4,2,1,"MIN_1","O",1,2003-06-19,"UMO","",307.2,254.37,253.08,20.77,.5,21.38,,2.7,1.29,,,.04,4.45,3.85,7,4,5,14,61,.83,.3,6.5,.4,0,.1,0,.5,3.5,4.7,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624731010854","20259336010478",2004,12,13,4,2,1,"MIN_2","O",1,2003-06-19,"UMO","",301.4,235.86,234.45,27.79,.6,28.56,,.8,1.34,,,.03,4.47,3.9,9,8,5,18,67,.93,1,8,.5,.2,.2,.6,.8,5.8,3.5,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624679010854","20259336010478",2004,12,13,4,3,1,"FF_TOTAL","SF",1,2003-06-19,"UMO","",148.12,62.65,56.99,136.42,9.9,159.91,.307,,43.2,,,.53,,,,,,,,,,,,,,,,,,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624738010854","20260044010478",2004,12,17,18,2,1,"FF_TOTAL","SF",1,2003-06-23,"UMO","",1130.2,493.03,445.8,129.24,10.6,153.52,1.375,,41.5,,,.66,,,,,,,,,,,,,,,,,,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624694010854","20260044010478",2004,12,17,18,2,1,"MIN_1","BD",1,2003-06-23,"UMO","",223.34,201.57,200.01,10.8,.8,11.66,1.11,.9,.76,,,0,4.64,4.05,11,0,7,20,54,.81,.4,7.4,0,.1,.1,0,0,6.9,22.7,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624717010854","20260044010478",2004,12,17,18,2,1,"MIN_2","BD",1,2003-06-23,"UMO","",285.53,261.36,260.83,9.25,.2,9.47,1.44,1.2,.46,,,0,5.12,4.44,11,0,9,32,44,.77,2.1,8,0,0,.1,0,0,5,10.5,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624637010854","20260044010478",2004,12,17,18,3,1,"FF_TOTAL","SF",1,2003-06-23,"UMO","",586.48,251.62,232.7,133.08,8.1,152.03,.717,,32,,,.65,,,,,,,,,,,,,,,,,,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624638010854","20260044010478",2004,12,17,18,4,1,"FF_TOTAL","SF",1,2003-06-23,"UMO","",630.13,340.7,327.36,84.95,4.1,92.49,1.766,,19.4,,,.33,,,,,,,,,,,,,,,,,,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624650010854","20260555010478",2004,12,19,11,2,1,"FF_TOTAL","SF",1,2003-06-25,"UMO","",1387.6,742.34,644.25,86.92,15.2,115.38,1.39,,47.1,,,.98,,,,,,,,,,,,,,,,,,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624698010854","20260555010478",2004,12,19,11,2,1,"MIN_1","BD",1,2003-06-25,"UMO","",264.19,196.24,193.23,34.63,1.6,36.72,1.07,2.6,3.39,,,0,3.74,3.1,11,8,9,18,133,1.71,3.2,13.2,.4,.2,.3,0,1.1,5.9,1.5,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624722010854","20260555010478",2004,12,19,11,2,1,"MIN_2","BD",1,2003-06-25,"UMO","",307.75,248.32,247.13,23.93,.5,24.53,1.37,85,.87,,,0,4.14,3.51,11,0,4,10,51,.7,1.3,3.6,.4,.1,.1,0,0,5.7,1.6,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624651010854","20260555010478",2004,12,19,11,3,1,"FF_TOTAL","SF",1,2003-06-25,"UMO","",1451.34,443.64,390.92,227.14,13.5,271.26,.844,,46.7,,,1.26,,,,,,,,,,,,,,,,,,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624652010854","20260555010478",2004,12,19,11,4,1,"FF_TOTAL","SF",1,2003-06-25,"UMO","",1926.26,1302.71,1125.99,47.87,15.7,71.07,1.057,,48,,,1.17,,,,,,,,,,,,,,,,,,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624743010854","20262464010478",2004,12,23,15,2,1,"FF_TOTAL","SF",1,2003-07-17,"UMO","",33.86,28.59,26.5,18.43,7.9,27.77,,,28,,,.35,,,,,,,,,,,,,,,,,,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624700010854","20262464010478",2004,12,23,15,2,1,"MIN_1","O",1,2003-07-17,"UMO","",302.04,269.91,268.06,11.9,.7,12.68,,.5,1.13,,,.04,4,3.35,5,4,11,80,17,.71,1.4,2.8,.4,0,.2,0,0,4.2,3.3,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624756010854","20262464010478",2004,12,23,15,2,1,"MIN_2","O",1,2003-07-17,"UMO","",330.08,308.15,307.65,7.12,.2,7.29,,.3,.09,,,0,4.64,3.89,2,0,2,12,7,.17,.1,1,.4,0,.3,0,0,1.8,2.1,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624658010854","20262464010478",2004,12,23,15,3,1,"FF_TOTAL","SF",1,2003-07-17,"UMO","",202.6,151.61,137.21,33.63,10.5,47.66,.494,,42.3,,,1.19,,,,,,,,,,,,,,,,,,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624659010854","20262464010478",2004,12,23,15,4,1,"FF_TOTAL","SF",1,2003-07-17,"UMO","",279.82,190.57,174.57,46.83,9.2,60.29,.538,,32.3,,,.88,,,,,,,,,,,,,,,,,,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624661010854","20262341010478",2004,12,23,46,2,1,"FF_TOTAL","SF",1,2003-07-14,"UMO","",184.32,100.5,92.22,83.4,9,99.87,.995,,36.5,,,1.15,,,,,,,,,,,,,,,,,,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624702010854","20262341010478",2004,12,23,46,2,1,"MIN_1","BD",1,2003-07-14,"UMO","",128.06,73.79,68.99,73.55,7,85.62,.38,2.5,20.37,,,.9,3.16,2.57,46,55,111,228,334,6.1,1.5,12.9,.4,0,.5,0,2.2,42.9,6.2,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624726010854","20262341010478",2004,12,23,46,2,1,"MIN_2","BD",1,2003-07-14,"UMO","",311.8,256.92,253.46,21.36,1.4,23.02,1.4,3.8,3.48,,,.12,3.34,2.71,9,0,6,10,214,2.52,.2,2.7,.1,0,0,0,.3,5.1,1.2,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624662010854","20262341010478",2004,12,23,46,3,1,"FF_TOTAL","SF",1,2003-07-14,"UMO","",155.56,89.87,82.51,73.09,8.9,88.53,.445,,38.2,,,.74,,,,,,,,,,,,,,,,,,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624663010854","20262341010478",2004,12,23,46,4,1,"FF_TOTAL","SF",1,2003-07-14,"UMO","",102.02,64.82,59.46,57.39,9,71.58,.428,,33.8,,,.54,,,,,,,,,,,,,,,,,,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624653010854","20242517010478",2004,12,31,11,2,1,"FF_TOTAL","SF",1,2003-07-22,"UMO","",533.67,314.39,292.44,69.75,7.5,82.49,1.262,,41.3,,,1.25,,,,,,,,,,,,,,,,,,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624754010854","20242517010478",2004,12,31,11,2,1,"MIN_1","BD",1,2003-07-22,"UMO","",208.34,189.2,188.36,10.12,.4,10.61,1.04,1.2,2.04,,,.05,3.95,3.21,14,8,28,134,13,1.12,.9,1.3,0,.1,.3,0,1.5,7.9,1.2,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624723010854","20242517010478",2004,12,31,11,2,1,"MIN_2","BD",1,2003-07-22,"UMO","",283.09,260.53,259.34,8.66,.5,9.16,1.43,1.6,.93,,,.01,3.99,3.22,9,8,17,52,18,.66,1.4,1.7,.5,.2,.4,.3,.3,6.1,4,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624742010854","20242517010478",2004,12,31,11,3,1,"FF_TOTAL","SF",1,2003-07-22,"UMO","",172.71,117.38,111.05,47.14,5.7,55.52,.399,,39,,,.87,,,,,,,,,,,,,,,,,,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624654010854","20242517010478",2004,12,31,11,4,1,"FF_TOTAL","SF",1,2003-07-22,"UMO","",261.68,120.04,111.28,117.99,7.9,135.15,.48,,44.5,,,1.46,,,,,,,,,,,,,,,,,,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624689010854","20243191010478",2004,12,33,22,2,1,"FF_TOTAL","SF",1,2003-06-25,"UMO","",694.46,367.13,330.61,89.16,11,110.05,.793,,39.7,,,1.09,,,,,,,,,,,,,,,,,,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624713010854","20243191010478",2004,12,33,22,2,1,"MIN_1","BD",1,2003-06-25,"UMO","",185.39,160.44,158.41,15.55,1.3,17.03,.88,1.8,2.57,,,.11,4.07,3.46,7,12,13,38,125,1.75,20.3,7.5,.4,0,.3,0,1.2,11.9,3.1,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624735010854","20243191010478",2004,12,33,22,2,1,"MIN_2","BD",1,2003-06-25,"UMO","",293.5,269.73,268.74,8.81,.4,9.21,1.48,1.9,.58,,,0,4.85,4.28,7,0,2,6,53,.67,7.9,2.4,.3,0,.1,0,.4,3.7,1.7,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624752010854","20243191010478",2004,12,33,22,3,1,"FF_TOTAL","SF",1,2003-06-25,"UMO","",951.53,633.25,568.6,50.26,11.4,67.35,1.364,,33.4,,,1.16,,,,,,,,,,,,,,,,,,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624690010854","20243191010478",2004,12,33,22,4,1,"FF_TOTAL","SF",1,2003-06-25,"UMO","",254.99,180.81,165.02,41.03,9.6,54.52,.89,,24,,,.65,,,,,,,,,,,,,,,,,,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624675010854","20244828010478",2004,12,39,32,2,1,"FF_TOTAL","SF",1,2003-07-09,"UMO","",97.12,44.88,43.11,116.4,4.1,125.28,,,18.4,,,.6,,,,,,,,,,,,,,,,,,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624707010854","20244828010478",2004,12,39,32,2,1,"MIN_1","O",1,2003-07-09,"UMO","",250.07,134.23,132.83,86.3,1.1,88.26,,10.9,3.42,,,.17,4.87,4.82,14,27,55,172,77,2.3,26.4,15.8,.1,0,.3,0,.8,10,10.9,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624748010854","20244828010478",2004,12,39,32,3,1,"FF_TOTAL","SF",1,2003-07-09,"UMO","",216,91.79,83.5,135.32,9.9,158.68,.3,,36.5,,,1.17,,,,,,,,,,,,,,,,,,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624676010854","20244828010478",2004,12,39,32,4,1,"FF_TOTAL","SF",1,2003-07-09,"UMO","",58.37,37.62,34.21,55.16,10,70.62,.246,,36.2,,,1.52,,,,,,,,,,,,,,,,,,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624628010854","20247490010478",2004,12,51,3,2,1,"FF_TOTAL","SF",1,2003-07-08,"UMO","",274.68,105.67,96.96,159.94,9,183.29,,,23.5,,,.87,,,,,,,,,,,,,,,,,,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624629010854","20247490010478",2004,12,51,3,3,1,"FF_TOTAL","SF",1,2003-07-08,"UMO","",159.95,128.7,118.09,24.28,9,35.45,.425,,40.1,,,.74,,,,,,,,,,,,,,,,,,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624630010854","20247490010478",2004,12,51,3,4,1,"FF_TOTAL","SF",1,2003-07-08,"UMO","",133.08,97.46,90.38,36.55,7.8,47.24,.39,,20.8,,,.4,,,,,,,,,,,,,,,,,,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624634010854","20247760010478",2004,12,53,25,2,1,"FF_TOTAL","SF",1,2003-06-23,"UMO","",10.36,8.45,8.45,22.6,,22.6,,,24.9,,,.65,,,,,,,,,,,,,,,,,,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624693010854","20247760010478",2004,12,53,25,2,1,"MIN_1","BD",1,2003-06-23,"UMO","",293.54,260.36,259.43,12.74,.4,13.15,1.43,2,.67,,,.04,4.37,3.56,2,0,9,72,4,.49,2,1.7,.4,.1,.3,0,.3,3.4,.8,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624716010854","20247760010478",2004,12,53,25,2,1,"MIN_2","BD",1,2003-06-23,"UMO","",310.71,289.15,289.02,7.46,0,7.5,1.6,.5,.21,,,0,4.52,3.78,0,0,4,24,4,.2,1.2,1.4,.1,0,.1,0,0,.4,1.2,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624635010854","20247760010478",2004,12,53,25,3,1,"FF_TOTAL","SF",1,2003-06-23,"UMO","",732.17,376.46,343.17,94.49,9.7,113.35,1.058,,41.4,,,.76,,,,,,,,,,,,,,,,,,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624636010854","20247760010478",2004,12,53,25,4,1,"FF_TOTAL","SF",1,2003-06-23,"UMO","",4.27,3.56,3.43,19.94,3.8,24.49,,,10.7,,,.2,,,,,,,,,,,,,,,,,,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624736010854","20248419010478",2004,12,55,45,2,1,"FF_TOTAL","SF",1,2003-07-03,"UMO","",84.35,55.35,49.76,52.39,11.2,69.51,1.074,,39.3,,,1.38,,,,,,,,,,,,,,,,,,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624691010854","20248419010478",2004,12,55,45,2,1,"MIN_1","BD",1,2003-07-03,"UMO","",271.76,209.37,205.7,29.8,1.8,32.11,1.14,1.3,3.18,,,.08,3.45,2.75,11,16,27,58,44,1.09,1,9.7,.2,0,.6,0,1,6.6,3.3,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624714010854","20248419010478",2004,12,55,45,2,1,"MIN_2","BD",1,2003-07-03,"UMO","",331.59,283.11,282.84,17.12,.1,17.24,1.56,2.5,.27,,,0,4.04,3.26,5,0,4,10,10,.21,.4,1.9,0,0,.9,0,1,2.2,1.1,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624631010854","20248419010478",2004,12,55,45,3,1,"FF_TOTAL","SF",1,2003-07-03,"UMO","",850.45,277.2,247.55,206.8,12,243.55,.534,,44.7,,,1.7,,,,,,,,,,,,,,,,,,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624632010854","20248419010478",2004,12,55,45,4,1,"FF_TOTAL","SF",1,2003-07-03,"UMO","",1580.35,502.26,459.13,214.65,9.4,244.21,.991,,29.9,,,1.24,,,,,,,,,,,,,,,,,,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624684010854","20249264010478",2004,12,59,27,2,1,"FF_TOTAL","SF",1,2003-06-30,"UMO","",366.41,239.44,229.28,53.03,4.4,59.81,.619,,42,,,.92,,,,,,,,,,,,,,,,,,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624711010854","20249264010478",2004,12,59,27,2,1,"MIN_1","BD",1,2003-06-30,"UMO","",255.41,236.04,234.93,8.21,.5,8.72,1.3,1.6,1.47,,,.02,4.61,4.07,2,8,9,46,43,.81,16.7,1.9,.1,0,.1,0,0,4,2.8,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624758010854","20249264010478",2004,12,59,27,2,1,"MIN_2","BD",1,2003-06-30,"UMO","",300.67,280.11,279.13,7.34,.4,7.72,1.54,2.8,.67,,,.02,5.15,4.59,2,0,4,24,28,.47,5.2,1.3,0,0,0,0,0,4,2.5,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624685010854","20249264010478",2004,12,59,27,3,1,"FF_TOTAL","SF",1,2003-06-30,"UMO","",303.3,193.31,179.39,56.9,7.8,69.07,.645,,29.3,,,.96,,,,,,,,,,,,,,,,,,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624686010854","20249264010478",2004,12,59,27,4,1,"FF_TOTAL","SF",1,2003-06-30,"UMO","",30.54,24.94,24.94,22.45,,22.45,,,15.1,,,.28,,,,,,,,,,,,,,,,,,,2003,"",2018-02-23,"126144","",2010-09-09,"10854"
