field_1,fid,CN,PLT_CN,PREV_SIT_C,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,CONDID,TREE,SPCD,DIA,HT,AGEDIA,SPGRPCD,SITREE,SIBASE,SUBP,AZIMUTH,DIST,METHOD,SITREE_EST,VALIDCD,CREATED_BY,CREATED_DA,CREATED_IN,MODIFIED_B,MODIFIED_D,MODIFIED_I,CYCLE,SUBCYCLE,AGECHKCD_R,AGE_DETERM,CCLCD_RMRS,DAMAGE_AGE,SIBASE_AGE,SITETRCD_R,SITE_AGE_T,SITE_TREE_,SITREE_EQU,TREECLCD_R,TREE_ACT_R,YEAR_AGE_T,LAT,LON,gridded_te,avg_soil_c,avg_soil_n,gridded_av,gridded_To,total_wate,soil_moisture
1267,1267,2.05128E+14,2.02297E+13,NA,2006,12,3,57,87,1,1,111,9.3,58,30,1,67,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.822906,-82.199041,22.40157,NA,NA,23.9673996,1898.18994,NA,321.77301
1268,1268,2.05128E+14,2.0219E+13,NA,2006,12,3,93,66,1,1,111,14,71,43,1,73,50,4,114,20.5,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.636475,-80.83284,22.46819,NA,NA,23.9673996,1898.18994,NA,321.77301
1269,1269,2.05128E+14,2.02191E+13,NA,2006,12,3,95,78,1,1,111,13.3,40,21,1,56,50,3,38,15,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.353406,-81.182144,22.05259,NA,NA,23.9673996,1898.18994,NA,321.77301
1270,1270,2.05128E+14,9.08013E+13,NA,2006,12,3,95,83,2,1,111,9.1,36,15,1,61,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.495341,-81.0824,21.81039,NA,NA,23.9673996,1898.18994,NA,321.77301
1271,1271,2.05128E+14,1.40547E+14,NA,2006,12,3,95,117,2,1,131,17.9,84,50,2,83,50,4,33,19.1,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.743335,-81.43725,21.67636,NA,NA,8.796859741,558.97198,NA,262.88599
1272,1272,2.05128E+14,2.02192E+13,NA,2006,12,3,97,115,1,1,121,9.6,57,41,1,58,50,1,85,16.7,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.193527,-81.511635,22.05911,NA,NA,8.796859741,558.97198,NA,262.88599
1273,1273,2.05128E+14,2.02196E+13,NA,2006,12,3,97,120,1,1,111,15,60,45,1,61,50,1,345,22.5,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.274509,-81.060751,21.96082,NA,NA,23.9673996,1898.18994,NA,321.77301
1274,1274,2.05128E+14,2.02202E+13,NA,2006,12,3,101,60,1,1,111,6.8,49,20,1,68,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.37873,-82.134881,21.56792,NA,NA,8.796859741,558.97198,NA,262.88599
1275,1275,2.05128E+14,2.02201E+13,NA,2006,12,3,101,76,2,1,111,8.7,68,87,1,59,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.433389,-82.530965,21.89194,NA,NA,8.796859741,558.97198,NA,262.88599
1276,1276,2.05128E+14,2.0221E+13,NA,2006,12,3,105,133,1,1,111,8.9,72,33,1,79,50,2,245,20.3,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.665084,-81.417007,22.47345,NA,NA,8.796859741,558.97198,NA,262.88599
1277,1277,2.05128E+14,2.02211E+13,NA,2006,12,3,105,167,1,1,111,14.3,65,30,1,74,50,4,50,21.7,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.28547,-81.739778,21.80666,NA,NA,23.9673996,1898.18994,NA,321.77301
1278,1278,2.05128E+14,2.02211E+13,NA,2006,12,3,105,170,2,1,111,9.6,49,29,1,58,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.731471,-81.247735,22.33102,NA,NA,23.9673996,1898.18994,NA,321.77301
1279,1279,2.05128E+14,2.02215E+13,NA,2006,12,3,111,53,1,1,111,7.6,36,24,1,48,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.320185,-80.282427,23.28436,NA,NA,23.9673996,1898.18994,NA,0
1280,1280,2.05128E+14,2.02225E+13,NA,2006,12,3,115,50,1,1,111,11.7,62,35,1,68,50,3,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.130599,-82.327634,22.78577,NA,NA,23.9673996,1898.18994,NA,321.77301
1281,1281,2.05128E+14,9.08042E+13,NA,2006,12,3,117,28,1,1,111,13.5,65,42,1,67,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.834529,-81.382451,21.36119,NA,NA,8.796859741,1898.18994,NA,321.77301
1282,1282,2.05128E+14,2.02229E+13,NA,2006,12,3,119,46,1,1,111,8.7,63,28,1,74,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.447664,-81.959264,21.51011,NA,NA,23.9673996,1898.18994,NA,321.77301
1283,1283,2.05128E+14,2.02229E+13,NA,2006,12,3,119,46,2,1,111,8.7,63,28,1,74,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.447664,-81.959264,21.51011,NA,NA,23.9673996,1898.18994,NA,321.77301
1284,1284,2.05128E+14,2.03675E+13,NA,2006,12,4,15,63,1,1,111,10.2,44,33,1,50,50,1,39,16.5,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.883636,-81.872415,22.97551,NA,NA,25.11639977,2422.83008,NA,277.112
1285,1285,2.05128E+14,2.03676E+13,NA,2006,12,4,15,65,1,1,111,13.3,47,54,1,45,50,1,1,8,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.878383,-81.705752,22.84951,0.325,0,25.11639977,2422.83008,9.22,277.112
1286,1286,2.05128E+14,2.03676E+13,NA,2006,12,4,15,65,1,2,111,12.8,50,50,1,49,50,2,34,3.6,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.878383,-81.705752,22.84951,0.325,0,25.11639977,2422.83008,9.22,277.112
1287,1287,2.05128E+14,2.03676E+13,NA,2006,12,4,15,71,1,1,111,7.6,40,20,1,58,50,2,329,22.3,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.867415,-81.57132,22.80924,NA,NA,25.11639977,2422.83008,NA,277.112
1288,1288,2.05128E+14,9.08148E+13,NA,2006,12,4,21,193,1,1,111,8.4,38,25,1,50,50,2,106,20.7,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.245191,-81.239324,23.27057,NA,NA,25.11639977,2422.83008,NA,277.112
1289,1289,2.05128E+14,1.40547E+14,NA,2006,12,4,21,260,1,1,111,10.3,70,40,1,73,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.238166,-81.396826,23.25266,NA,NA,25.11639977,2422.83008,NA,277.112
1290,1290,2.05128E+14,1.40547E+14,NA,2006,12,4,21,260,2,1,111,10.3,70,40,1,73,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.238166,-81.396826,23.25266,NA,NA,25.11639977,2422.83008,NA,277.112
1291,1291,2.05128E+14,1.40547E+14,NA,2006,12,4,21,261,1,1,111,15,44,26,1,55,50,1,2,4.5,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.172219,-80.972344,23.30273,NA,NA,25.11639977,2422.83008,NA,277.112
1292,1292,2.05128E+14,2.0227E+13,NA,2006,12,4,43,70,2,1,111,8.8,35,16,1,58,50,4,194,13.2,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.024923,-81.374301,22.64181,NA,NA,23.9673996,1898.18994,NA,321.77301
1293,1293,2.05128E+14,2.02314E+13,NA,2006,12,4,71,81,1,1,111,9.3,48,18,1,70,50,3,68,8.3,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.649728,-81.65228,23.26539,NA,NA,25.11639977,2422.83008,NA,277.112
1294,1294,2.05128E+14,2.02312E+13,NA,2006,12,4,71,82,1,1,111,7.5,55,32,1,62,50,4,341,18.5,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.569526,-81.814484,23.34355,NA,NA,25.11639977,2422.83008,NA,277.112
1295,1295,2.05128E+14,2.02326E+13,NA,2006,12,4,85,53,1,1,111,13.9,64,45,1,65,50,1,271,22.2,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.163776,-80.322345,23.22193,NA,NA,25.11639977,2422.83008,NA,277.112
1296,1296,2.05128E+14,2.02325E+13,NA,2006,12,4,85,55,2,1,111,5.9,31,13,1,60,50,3,328,10.2,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.994393,-80.138089,23.61307,NA,NA,23.9673996,1898.18994,NA,321.77301
1297,1297,2.05128E+14,9.08021E+13,NA,2006,12,4,99,160,1,1,111,13.2,45,34,1,51,50,1,32,22.1,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.928368,-80.28248,23.2674,NA,NA,25.11639977,2422.83008,NA,277.112
1298,1298,2.05128E+14,9.08021E+13,NA,2006,12,4,99,187,1,1,111,9,30,17,1,50,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.853157,-80.311738,23.2674,NA,NA,25.11639977,2422.83008,NA,277.112
1299,1299,2.05128E+14,9.08022E+13,NA,2006,12,4,99,196,1,1,111,8.6,35,22,1,49,50,1,336,21.5,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.864663,-80.451527,23.0964,NA,NA,25.11639977,2422.83008,NA,277.112
1300,1300,2.05154E+14,1.40569E+14,NA,2007,12,1,1,89,2,1,827,9.3,53,36,28,60,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.634957,-82.200398,20.52882,NA,NA,8.051400185,627.54602,NA,247.17
1301,1301,2.05154E+14,1.40569E+14,NA,2007,12,1,1,100,2,1,111,13.1,94,48,1,94,50,2,233,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.568396,-82.224643,20.52882,NA,NA,8.051400185,627.54602,NA,247.17
1302,1302,2.05154E+14,1.4057E+14,NA,2007,12,1,3,49,1,1,121,16,91,70,1,80,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.197133,-82.441703,19.78861,NA,NA,23.9673996,1898.18994,NA,321.77301
1303,1303,2.05154E+14,1.4057E+14,NA,2007,12,1,3,51,2,1,111,11,50,55,1,48,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.267227,-82.232863,19.88092,NA,NA,23.9673996,1898.18994,NA,321.77301
1304,1304,2.05154E+14,1.4057E+14,NA,2007,12,1,3,53,2,1,111,11.8,70,30,1,80,50,2,130,13.4,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.253929,-82.369325,19.78861,NA,NA,23.9673996,1898.18994,NA,321.77301
1305,1305,2.05154E+14,1.4057E+14,NA,2007,12,1,3,55,1,1,111,12.4,75,60,1,71,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.339161,-82.375477,19.75744,NA,NA,23.9673996,1898.18994,NA,321.77301
1306,1306,2.05154E+14,1.4057E+14,NA,2007,12,1,3,57,1,1,111,7.9,53,14,1,84,50,1,145,23.3,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.575982,-82.428747,19.65466,NA,NA,57.61999893,3284,NA,521.10999
1307,1307,2.05154E+14,1.4057E+14,NA,2007,12,1,3,58,1,1,111,9.4,53,18,1,76,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.267474,-82.091795,20.00641,NA,NA,23.9673996,1898.18994,NA,321.77301
1308,1308,2.05154E+14,1.40579E+14,NA,2007,12,1,23,80,1,1,131,9,41,12,2,83,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.191693,-82.733159,19.96473,NA,NA,8.051400185,627.54602,NA,247.17
1309,1309,2.05154E+14,1.40584E+14,NA,2007,12,1,31,100,3,1,131,14.6,108,52,2,105,50,4,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.350696,-81.78729,20.36223,NA,NA,23.9673996,1898.18994,NA,321.77301
1310,1310,2.05154E+14,1.40584E+14,NA,2007,12,1,31,102,1,1,111,11.8,79,31,1,88,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.275607,-81.965649,20.16679,NA,NA,23.9673996,1898.18994,NA,321.77301
1311,1311,2.05154E+14,1.40553E+14,NA,2007,12,1,47,49,1,1,111,5.7,45,12,1,80,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.512586,-82.761295,19.55888,NA,NA,14.46549988,1392.46997,NA,250.097
1312,1312,2.05154E+14,1.40554E+14,NA,2007,12,1,47,50,1,1,111,9.6,72,25,1,87,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.584703,-83.144715,19.60845,NA,NA,8.917019844,545.073,NA,267.04999
1313,1313,2.05155E+14,1.40565E+14,NA,2007,12,1,75,133,2,1,131,12,62,29,2,73,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.330506,-83.043556,20.70701,NA,NA,16.89570045,1509.02002,NA,256.44699
1314,1314,2.05155E+14,1.40565E+14,NA,2007,12,1,75,136,1,1,121,10.7,67,53,1,63,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.255076,-82.62869,20.94223,NA,NA,16.89570045,1509.02002,NA,267.04999
1315,1315,2.05155E+14,1.40566E+14,NA,2007,12,1,75,137,2,1,111,11.7,59,32,1,67,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.173645,-82.684131,20.71844,NA,NA,16.89570045,1509.02002,NA,256.44699
1316,1316,2.05155E+14,1.40565E+14,NA,2007,12,1,75,141,1,1,111,9.9,73,22,1,91,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.334059,-82.761653,20.65942,NA,NA,16.89570045,545.073,NA,267.04999
1317,1317,2.05155E+14,1.40566E+14,NA,2007,12,1,75,144,1,1,121,17.5,82,90,1,69,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.504852,-82.971591,20.54504,NA,NA,8.917019844,545.073,NA,267.04999
1318,1318,2.05155E+14,1.40565E+14,NA,2007,12,1,75,151,1,1,121,8.8,45,21,1,62,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.409225,-82.574086,20.82898,NA,NA,8.917019844,545.073,NA,267.04999
1319,1319,2.05155E+14,1.40568E+14,NA,2007,12,1,79,61,1,1,121,8.5,54,18,1,82,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.566805,-83.280873,19.67109,NA,NA,8.917019844,545.073,NA,267.04999
1320,1320,2.05155E+14,1.40568E+14,NA,2007,12,1,79,69,1,1,131,12.1,67,18,2,101,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.433269,-83.370196,19.66632,NA,NA,7.234200001,796.36499,NA,237.524
1321,1321,2.05155E+14,1.40587E+14,NA,2007,12,1,83,147,1,1,107,5.3,23,14,3,59,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.257578,-81.781195,20.85199,NA,NA,8.796859741,558.97198,NA,262.88599
1322,1322,2.05155E+14,1.40588E+14,NA,2007,12,1,83,150,1,1,121,9.9,50,28,1,59,50,4,62,13.2,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.092864,-81.832578,20.9724,NA,NA,8.796859741,558.97198,NA,262.88599
1323,1323,2.05155E+14,1.40587E+14,NA,2007,12,1,83,159,1,1,107,9.6,64,41,3,68,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.020718,-81.729737,20.9724,NA,NA,8.796859741,558.97198,NA,262.88599
1324,1324,2.05155E+14,1.40587E+14,NA,2007,12,1,83,159,2,1,107,9.6,64,41,3,68,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.020718,-81.729737,20.9724,NA,NA,8.796859741,558.97198,NA,262.88599
1325,1325,2.05155E+14,1.40587E+14,NA,2007,12,1,83,167,1,1,121,11.9,82,80,1,70,50,1,264,14.1,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.324009,-81.758603,20.85199,NA,NA,8.796859741,558.97198,NA,262.88599
1326,1326,2.05155E+14,1.40586E+14,NA,2007,12,1,83,171,2,1,121,10.1,43,22,1,58,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.170107,-82.38644,21.08593,NA,NA,8.917019844,545.073,NA,267.04999
1327,1327,2.05155E+14,1.40586E+14,NA,2007,12,1,83,177,1,1,121,8.2,49,26,1,60,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.026373,-82.317825,21.20897,NA,NA,8.796859741,558.97198,NA,262.88599
1328,1328,2.05155E+14,1.40589E+14,NA,2007,12,1,89,70,1,1,111,8.1,66,18,1,90,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.645409,-81.967249,19.93117,NA,NA,23.9673996,1898.18994,NA,321.77301
1329,1329,2.05155E+14,1.4059E+14,NA,2007,12,1,89,75,1,1,111,9.8,65,24,1,80,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.717291,-81.933974,19.8288,NA,NA,23.9673996,1898.18994,NA,321.77301
1330,1330,2.05155E+14,1.40598E+14,NA,2007,12,1,107,75,1,1,131,15.7,85,64,2,79,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.495472,-81.704426,20.85531,NA,NA,8.796859741,1898.18994,NA,321.77301
1331,1331,2.05155E+14,1.40599E+14,NA,2007,12,1,107,77,1,1,107,8.1,58,26,3,82,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.801397,-81.843873,20.5099,NA,NA,8.796859741,558.97198,NA,262.88599
1332,1332,2.05155E+14,1.40599E+14,NA,2007,12,1,107,83,1,1,107,7.2,47,45,3,48,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.484775,-81.564678,21.02844,NA,NA,23.9673996,1898.18994,NA,321.77301
1333,1333,2.05155E+14,1.40599E+14,NA,2007,12,1,107,89,1,1,111,6.8,48,20,1,67,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.609724,-81.631486,20.82466,NA,NA,0,1898.18994,NA,321.77301
1334,1334,2.05155E+14,1.40599E+14,NA,2007,12,1,109,75,1,1,111,14.1,56,43,1,58,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.101979,-81.462667,20.5374,NA,NA,23.9673996,1898.18994,NA,321.77301
1335,1335,2.05155E+14,1.406E+14,NA,2007,12,1,109,84,2,1,111,8.1,41,17,1,64,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.718354,-81.301857,20.89235,NA,NA,23.9673996,1898.18994,NA,321.77301
1336,1336,2.05155E+14,1.40536E+14,NA,2007,12,1,109,86,1,1,111,15.1,74,62,1,69,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.01922,-81.324297,20.74479,NA,NA,0,0,NA,0
1337,1337,2.05155E+14,1.40539E+14,NA,2007,12,1,121,68,1,1,131,19.4,89,39,2,94,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.960113,-82.946278,20.26093,NA,NA,8.917019844,545.073,NA,267.04999
1338,1338,2.05155E+14,1.40539E+14,NA,2007,12,1,121,70,1,1,111,10.7,64,18,1,88,50,4,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.126073,-82.894738,20.24952,NA,NA,8.917019844,545.073,NA,267.04999
1339,1339,2.05155E+14,1.40539E+14,NA,2007,12,1,121,70,2,1,111,10.7,64,18,1,88,50,4,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.126073,-82.894738,20.24952,NA,NA,8.917019844,545.073,NA,267.04999
1340,1340,2.05155E+14,1.40539E+14,NA,2007,12,1,121,73,1,1,111,10.4,56,38,1,60,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.339558,-82.807627,19.84827,NA,NA,8.051400185,627.54602,NA,247.17
1341,1341,2.05155E+14,1.40541E+14,NA,2007,12,1,123,117,1,1,107,8.2,45,19,3,84,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.727672,-83.441421,20.15905,NA,NA,16.89570045,1509.02002,NA,256.44699
1342,1342,2.05155E+14,1.40541E+14,NA,2007,12,1,123,135,1,1,111,11,41,57,1,38,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.259861,-83.542478,19.64735,NA,NA,23.9673996,1898.18994,NA,321.77301
